"Order.Date","Purchase.Price.Per.Unit","Quantity","Shipping.Address.State","Title","ASIN.ISBN..Product.Code.","Category","Survey.ResponseID"
"2022-10-13",34.99,1,"FL","TABEKE Under Desk Bike Pedal Exerciser, Upper & Lower Peddler Exerciser for Arm & Leg Workout, Fitness Folding Exerciser Peddler with LCD Display, Home Exercise Bike for Elderly","B0BCYMWKV6","EXERCISE_MACHINE","R_21uibgT9dgqRD9J"
"2021-12-04",39.45,1,"FL","Dark Iron Fitness Weight Lifting Belt for Men & Women - 100% Leather Gym Belts for Weightlifting, Powerlifting, Strength Training, Squat or Deadlift Workout up to 600 Lbs﻿","B016RAMIW4","WEIGHTLIFTING_BELT","R_21vrOdR7S4szc1h"
"2018-02-22",11.5,1,"CO","Skin-Friendly Non Latex Resistance Loop Bands Set of 4 - Best Home Gym Fitness Exercise Bands for Legs, Glutes, Crossfit Workout, Physical Therapy Pilates Yoga & Rehab - Mobility & Strength Training","B0175GY82W","EXERCISE_BAND","R_21vtzOUrbyaVnsL"
"2019-10-28",32.99,1,"NJ","Folding Pedal Exerciser - Mini Exercise Bike Under Desk Bike Pedal Exerciser with LCD Display for Arms and Legs Workout, Portable Desk Bike Peddler Machine for Adults & Seniors","B07MH7WY1D","EXERCISE_MACHINE","R_22AmuBuGI7iFD1n"
"2022-07-16",29.98,1,"NJ","Dumoyi Smart Weighted Fit Hoop for Adults Weight Loss, 24 Detachable Knots, 2 in 1 Adomen Fitness Massage, Great for Adults and Beginners","B099VZ4PNM","FITNESS_HOOP","R_22AmuBuGI7iFD1n"
"2019-09-02",23.99,1,"NJ","Gymb Premium Resistance Bands for Working Out - Exercise Bands to Workout Glutes, Thighs & Legs - Non Slip Cloth Booty Bands for Gym & Home Fitness, Yoga, Strength & Pilates for Men/Women - 3 Levels","B07TZPVXMH","EXERCISE_BAND","R_22AqasPW903IXSY"
"2021-05-10",11.59,1,"DC","Therapy Flat Resistance Bands Set, Latex Free Flat Elastic Exercise Stretch Bands for Stretching, Flexibility, Pilates, Yoga, Ballet, Gymnastics, Rehab, Workout, Pink, Purple, Blue (3 Pack, 5 FT long)","B01MYU0HUH","EXERCISE_BAND","R_22DJIjS0M8yvaYO"
"2021-12-25",15.99,1,"WA","Secure Stress Balls on a String - for Stress Relief, Hand Exercise, Strengthening, Rehabilitation - Soft, Medium and Firm Stress Balls with Exercise Guide - No Falling or Rolling Away (3 Balls Set)","B01N65UA3Q","HAND_STRENGTHENER","R_22DJIjS0M8yvaYO"
"2021-12-25",12.99,1,"WA","roygra Hand Exerciser, Finger Strengthener, Different Resistance Kit - 8 Pack","B08393YG7B","HAND_STRENGTHENER","R_22DJIjS0M8yvaYO"
"2018-09-18",16.99,1,"IN","WENFENG Resistance Bands - Set of 5 Exercise Loop Bands for Leg and Glute Activation, Strength, Resistance, and Mobility Training","B0739ZJJYW","EXERCISE_BAND","R_22EqYPrCOjfHTvh"
"2018-12-16",10.99,1,"IN","BalanceFrom All Purpose 1/4-Inch High Density Anti-Tear Exercise Yoga Mat with Carrying Strap and Yoga Blocks","B01IZDFWKQ","EXERCISE_MAT","R_22EqYPrCOjfHTvh"
"2020-07-20",9.75,1,"IN","Foam Roller, LuxFit Speckled Foam Rollers for Muscles 3 Year Warranty High Density Foam Roller for Physical Therapy Exercise Deep Tissue Muscle Massage. Back Leg and Body Roller (Blue, 12 Inch)","B01BW2YZ4Q","MUSCLE_ROLLER","R_22EqYPrCOjfHTvh"
"2020-07-20",19.01,1,"IN","Renoj Resistance Bands, Exercise Bands 5 Levels Workout Bands with Handles Men and Women 100LBS (Black)","B087BJLVR4","EXERCISE_BAND","R_22EqYPrCOjfHTvh"
"2020-07-20",18,1,"IN","BalanceFrom All Purpose 1/4-Inch High Density Anti-Tear Exercise Yoga Mat with Carrying Strap and Yoga Blocks","B01IZDFWY2","EXERCISE_MAT","R_22EqYPrCOjfHTvh"
"2020-05-26",16.99,1,"MD","Mini Bands Set - Loop Resistance Bands for Leg Exercise, Fitness, Workout, Stretch (5X) 12 Inch by Insonder","B075WX2W9N","EXERCISE_BAND","R_22FDJUEGrcHh4VD"
"2021-12-01",13.95,1,"IL","Amazon Basics High-Density Round Foam Roller for Exercise, Massage, Muscle Recovery - 12"", 18"", 24"", 36""","B071P2MQ5D","MUSCLE_ROLLER","R_22Gj4pgXDsezuKw"
"2021-12-10",19.15,1,"IL","ProsourceFit High Density Foam Rollers 36, 24, 18, 12- inches long. Firm Full Body Athletic Massage Tool for Back Stretching, Yoga, Pilates, Post Workout Muscle Recuperation. Speckled and Solid Colors","B00ED3GIV0","MUSCLE_ROLLER","R_22Gj4pgXDsezuKw"
"2021-12-14",20.99,1,"IL","Yes4All Soft-Density Round PE Foam Roller 12/ 18/ 24/ 36 inch for Deep Tissue, Muscle Massage, Back, Legs","B092MJ3292","MUSCLE_ROLLER","R_22Gj4pgXDsezuKw"
"2022-01-09",45.95,1,"IL","OPTP Soft Foam Roller - Extra Soft 36 inch x 6 inch (SFR366)","B002C9KVSI","MUSCLE_ROLLER","R_22Gj4pgXDsezuKw"
"2022-01-09",57.95,1,"IL","OPTP Pro-Roller Soft Density Foam Roller - 36"" x 6"" - Low Density Foam Roller for Physical Therapy & Exercise","B00E9B87FG","MUSCLE_ROLLER","R_22Gj4pgXDsezuKw"
"2019-11-27",32.95,1,"NY","Fitness Maniac HIGH-DENSITY Firm Foam Folding Mat Thick Exercise Gymnastics Panel Gym Mats Non Slip with Carrying Handles Yoga Aerobics Workout Training","B07FPP7C68","EXERCISE_MAT","R_22Gn4dE4LeRGLs2"
"2020-04-13",17.98,1,"NY","Gaiam Kids Yoga Mat Exercise Mat, Yoga for Kids with Fun Prints - Playtime for Babies, Active & Calm Toddlers and Young Children (60"" L x 24"" W x 3mm Thick)","B07PWYH443","EXERCISE_MAT","R_22Gn4dE4LeRGLs2"
"2021-03-17",38.74,1,"NY","CAP Barbell A-Frame Dumbbell Weight Rack, Color Series","B087DP3BYL","WEIGHT_RACK","R_22Gn4dE4LeRGLs2"
"2021-11-26",37.57,1,"FL","FitnessEZ Pilates Bar Kit with Resistance Bands - Portable Home Gym Workout Set - 6 Exercise Bands, Pilates Stick, Door Anchor for Toning, Sculpting, Strength Training and Video","B08TWD7PXZ","STRENGTH_TRAINING_MACHINE","R_22QYpfx86KSwry8"
"2021-01-30",17.31,1,"IL","BalanceFrom All Purpose 1/4-Inch High Density Anti-Tear Exercise Yoga Mat with Carrying Strap","B01IZDFWRE","EXERCISE_MAT","R_22RhdxIZQO8iwin"
"2022-08-02",3.94,1,"IL","Woolite 2 Pack Dryer Balls | Reduces Drying Time | Reduces Static | Softens Clothing | Laundry Accessories | Assorted Colors |","B0099TZADA","MUSCLE_ROLLER","R_22RhdxIZQO8iwin"
"2018-03-26",16.95,1,"ME","Stretching Strap with Loops - Non Elastic Stretch Band for Physical Therapy, Yoga Strap for Stretching Equipment, Stretch Bands for Exercise and Flexibility - Fascia, Hamstring & Leg Stretcher Belt","B076MSZZ9L","EXERCISE_STRAP","R_22SxELlmhBQCe1C"
"2020-02-02",14.39,1,"ME","BalanceFrom All Purpose 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat with Carrying Strap and Yoga Blocks","B00JW3CTTQ","EXERCISE_MAT","R_22SxELlmhBQCe1C"
"2021-05-29",169.99,1,"ME","Bowflex SelectTech Dumbbell Stand with Media Rack","B072QF9L9F","WEIGHT_RACK","R_22SxELlmhBQCe1C"
"2021-09-12",39.99,1,"ME","Best Choice Products 6ftx2ftx2in Folding Gym Mat Tri-Fold Exercise Gymnastics Aerobics Workout Fitness Floor Mat w/ Carrying Handles","B06XCQL1FM","EXERCISE_MAT","R_22SxELlmhBQCe1C"
"2022-04-12",20.99,1,"ME","Travel Yoga Mat Eco Friendly Fitness Exercise Mat Sweat Absorbent Anti Slip, High-Grade Natural Suede for Travel, Yoga and Pilates","B09TF612NR","EXERCISE_MAT","R_22SxELlmhBQCe1C"
"2022-08-09",7.97,1,"VA","Sparthos Kickback Ankle Straps for Cable Machines","B0B3MR4B95","EXERCISE_STRAP","R_22SxELlmhBQCe1C"
"2021-01-30",21.99,1,"NJ","BERTER Resistance Bands for Legs and Butt, Workout Exercise Hip Bands, Fitness Booty Loop Non-Slip Bands for Squats, Deadlifts, Yoga, Sport, Pack of 3","B07R8HC3KW","EXERCISE_BAND","R_22Wzy1G9WL8KGax"
"2018-05-22",14.87,1,"MO","Rico MLB Chicago Cubs World Series Chrome Frame, 12"", Blue","B01M6CL3AB","EXERCISE_BAND","R_22XEVzemearX7mD"
"2020-07-27",14.95,1,"TX","Fit Simplify Resistance Loop Exercise Bands with Instruction Guide and Carry Bag, Set of 5","B01AVDVHTI","EXERCISE_BAND","R_22XOWVbIo1lxpmy"
"2020-08-31",19.99,1,"TX","WODFitters Floss Bands for Muscle Compression Tack & Flossing, Mobility & Recovery WODs - Latest Technology - 2 Pack with Carrying Bag","B00SA7VG8A","EXERCISE_BAND","R_22XOWVbIo1lxpmy"
"2020-11-05",13.99,1,"FL","Renoj Resistance Bands for Working Out, Exercise Bands Workout, 3 Booty Bands for Women Legs and Glutes, Yoga Starter Set","B087R2Q4HM","EXERCISE_BAND","R_22YdEF4Zn3bvwe6"
"2022-11-25",25.99,1,"TN","6 in1 Foam Roller Set, Trigger Point Foam Roller, Yoga Stick, Massage Ball, Fixation Ball, Fitness Stretching Strap, Carrying Bag, Towel, Massage Roller for Deep Muscle Massage Pilates Yoga","B09L8DVW27","MUSCLE_ROLLER","R_22lXuLrKWHb829H"
"2021-09-03",10.95,1,"OR","RitFit Single Resistance Exercise Band with Comfortable Handles - Ideal for Physical Therapy, Strength Training, Muscle Toning - Door Anchor and Starter Guide Included","B074GPM7RF","EXERCISE_BAND","R_22nS4Bu8Q3B84gf"
"2023-02-23",24.95,1,"OR","Glute Blade Piriformis Massage Roller with 3 Different Heads for Targeted Trigger Point Pressure, Relieve Pain and Tightness in The Low Back and Sciatica (Hard Density)","B09WSR2X3N","MUSCLE_ROLLER","R_22nS4Bu8Q3B84gf"
"2021-08-02",179.99,1,"NY","LifePro Waver Vibration Plate Exercise Machine - Whole Body Workout Vibration Fitness Platform w/ Loop Bands - Home Training Equipment for Weight Loss & Toning","B07P5GV3VX","EXERCISE_MACHINE","R_23LGwgsgRxQiNJ7"
"2021-07-31",14.99,1,"MA","Bell & Howell Extra Thick TPE Yoga Mat, 72”L x 24”W x ½ Inch Thickness, Slip Resistant Technology, High Density, Strap Included, Black/Gray","B08W9LGQ1R","EXERCISE_MAT","R_23ZwAcyeCLyHKAW"
"2022-05-22",21.31,1,"MA","Amazon Basics High-Density Round Foam Roller for Exercise, Massage, Muscle Recovery - 12"", 18"", 24"", 36""","B00XM2MRGI","MUSCLE_ROLLER","R_23ZwAcyeCLyHKAW"
"2022-11-21",44.99,1,"NE","Chirp Wheel Foam Roller - Targeted Muscle Roller for Deep Tissue Massage, Back Stretcher with Foam Padding","B07TLP86CW","MUSCLE_ROLLER","R_23eD9Db68xpXl0d"
"2021-05-13",11.88,1,"OR","SANKUU Yoga Strap, Multi-Loop Strap, 12 Loops Yoga Stretch Strap, Nonelastic Stretch Strap for Physical Therapy, Pilates, Dance and Gymnastics with Carry Bag","B07NY5G95K","EXERCISE_STRAP","R_23enipHqTsjcQfN"
"2021-05-13",11.04,1,"OR","REEHUT Yoga Blocks,High Density EVA Foam Blocks to Support and Deepen Poses, Improve Strength and Aid Balance and Flexibility - Lightweight, Odor Resistant","B01M7PGMYJ","EXERCISE_BLOCK","R_23enipHqTsjcQfN"
"2021-04-12",12.74,1,"MI","Hurdilen Resistance Bands Loop Exercise Bands ,Workout Bands Hip Bands Wide Resistance Bands Hip Resistance Band for Legs and Butt,Activate Glutes and Thigh","B07JKYQZSF","EXERCISE_BAND","R_23f82WqsqmRxv81"
"2021-04-12",15.22,1,"MI","SB SOX Resistance Bands Set (Pro) for Men & Women – 5 Stackable Premium Cable Bands with Handles, Door Anchor, and Ankle Straps – Best Exercise Equipment for Your Home Gym – Works Great (Original)","B087LKFCSX","EXERCISE_BAND","R_23f82WqsqmRxv81"
"2018-05-23",169,1,"CA","DeskCycle 2 Under Desk Bike Pedal Exerciser with Adjustable Leg - Mini Exercise Bike Desk Cycle, Leg Exerciser for Physical Therapy & Desk Exercise","B07BDRFMZK","EXERCISE_MACHINE","R_247Ax9cFFZftmdh"
"2018-10-10",229.99,1,"CA","IncStores 1 Inch Thick MMA Foam Flooring Tiles | Extra Thick Interlocking Foam Tiles for Mixed Martial Arts Floor Protection in Your Home Gym, Training Facility, and More","B01B6PKTLC","EXERCISE_MAT","R_247Ax9cFFZftmdh"
"2019-10-10",10.48,1,"CA","THERABAND Resistance Bands Set, Professional Non-Latex Elastic Band for Upper & Lower Body Exercise, Strength Training Without Weights, Physical Therapy, Lower Pilates, Rehab, Beginner & Advanced Set","B01A58FHQ8","EXERCISE_BAND","R_247Ax9cFFZftmdh"
"2019-10-10",12.41,1,"CA","THERABAND Resistance Tubes, Professional Latex Elastic Tubing, Upper & Lower Body, Core Exercise, Physical Therapy, Lower Pilates, at-Home Workouts, & Rehab, 5 Foot, Yellow, Red","B000KGIALK","EXERCISE_BAND","R_247Ax9cFFZftmdh"
"2019-12-18",11.99,1,"CA","HAUSBELL Screw Parts for Golden Exercise Bike (Screw ONLY, Exercise Bike NOT Included)","B07FCL7V39","HAND_STRENGTHENER","R_247Ax9cFFZftmdh"
"2020-04-18",83.99,1,"CA","Lixada BS-222 Fitness Weight Bench White & Black","B07JB8Q2QP","FITNESS_BENCH","R_247Ax9cFFZftmdh"
"2020-06-15",109.99,1,"CA","Best Choice Products Adjustable Folding Fitness Barbell Rack & Weight Bench Set for Home Gym, Strength Training w/Incline & Decline Capability, Padded Faux Leather, Easy Storage - Black/Red","B07CX5KFY9","FITNESS_BENCH","R_247Ax9cFFZftmdh"
"2020-03-08",24.99,1,"CA","GoFit Adjustable Ankle Weights for Women and Men – Nylon Canvas Arm Leg Wrist Weights – 5 & 10 Pound Pairs","B0007W2FHW","WEARABLE_WEIGHT","R_249670wYZ5roq0q"
"2020-08-26",18.52,1,"PA","Amazon Basics 1/2-Inch Extra Thick Exercise Yoga Mat","B01LP0UKJE","EXERCISE_MAT","R_24B0L8fp0uSaj6n"
"2021-01-03",16.89,1,"PA","Te-Rich Resistance Bands, Fabric Booty Bands for Women, Cloth Workout Bands Resistance Loop Bands, Non-Slip Thick Squat Bands for Butt, Legs, Thigh, Hip and Glute Exercise","B07XZ2J46D","EXERCISE_BAND","R_24B0L8fp0uSaj6n"
"2022-07-23",32.99,1,"PA","SuperMats Made in U.S.A. for Treadmills Ellipticals Rowing Machines Recumbent Bikes and Exercise Equipment","B004IJI7HW","EXERCISE_MAT","R_24B0L8fp0uSaj6n"
"2019-06-06",20.99,1,"NC","Resistance Bands Set - Booty & Legs Exercise Bands, Anti-Slip Fabric Stretch Bands, Workout Bands for Women/Men, Working Out, Hip Circle Lift, Thigh, Squat, Yoga, at Home Fitness or Gym - 3 Levels","B07MMTZXCB","EXERCISE_BAND","R_24CoylaWTDs52IQ"
"2020-05-31",17.62,1,"NC","Perfect Fitness Ab Carver Sport Roller for Core Workouts","B00MBEVVEC","ABDOMINAL_EXERCISER","R_24CoylaWTDs52IQ"
"2022-02-21",30.1,1,"NY","BalanceFrom Adjustable Workout Aerobic Stepper Step Platform Trainer, 4 Removable Raisers Included","B07Z792PYJ","EXERCISE_STEP_PLATFORM","R_24HF9twScCsf5uy"
"2020-08-07",29.99,1,"TX","Yoga Mat, YXwin Classic 1/4 Inch Thick, Non Slip Pro Yoga Mat, Eco Friendly Exercise & Fitness Mat with Carrying Strap - for All Types of Yoga, Pilates & Floor Workouts (72"" x 26"" x1/4"")","B088FGV85P","EXERCISE_MAT","R_24HjnyxNZEm32Xb"
"2022-12-11",11.99,1,"NY","Hand Grip Strengthener, Finger Exerciser, Grip Strength Trainer (6 PCS) NEW MATERIAL Forearm grip workout, Finger Stretcher, Relieve Wrist & Thumb Pain, Carpal tunnel, Great for Rock Climbing and More","B078L1KZBZ","HAND_STRENGTHENER","R_24ID7qKg4psU9jp"
"2021-07-13",13.99,1,"NJ","WALITO Resistance Bands for Legs and Butt, Fabric Exercise Loop Bands Yoga, Pilates, Rehab, Fitness and Home Workout, Strength Bands for Booty","B07H7QT6BN","EXERCISE_BAND","R_24LQ9mlsyZnQYF0"
"2018-07-23",54,1,"MS","THERABAND Resistance Band 25 Yard Roll, Non-Latex Professional Elastic Stretch Bands for Upper & Lower Body Exercise Workouts, Physical Therapy, Lower Pilates, Flexibility, & Rehab, Dispenser Box","B000AXHF50","EXERCISE_BAND","R_24MKoSmvuiLEI76"
"2021-06-09",29.99,1,"MS","ProsourceFit Exercise Balance Pad","B07NXY4VZS","EXERCISE_BLOCK","R_24MKoSmvuiLEI76"
"2018-11-09",9.99,1,"WA","RitFit Single Resistance Exercise Band with Comfortable Handles - Ideal for Physical Therapy, Strength Training, Muscle Toning - Door Anchor and Starter Guide Included","B074GMV3FP","EXERCISE_BAND","R_24N5KoItyOzouAl"
"2020-04-14",23.99,1,"IN","Gaiam Yoga Mat - Premium 6mm Print Reversible Extra Thick Non Slip Exercise & Fitness Mat for All Types of Yoga, Pilates & Floor Workouts (68"" x 24"" x 6mm Thick)","B06X3SB74D","EXERCISE_MAT","R_24csoaO569P4Yzz"
"2021-04-16",24.99,3,"IN","Epic Fitness Home Gym Flooring Tiles - Interlocking Floor Mats for Exercise Equipment, Weight Training, Martial Arts - Non-Slip, Noise-Dampening EVA Foam Squares - 6-Pack 24x24x0.5-Inch Pads","B08QY7X525","EXERCISE_MAT","R_24csoaO569P4Yzz"
"2021-06-30",6.99,1,"IN","Overmont Yoga Block 2 Pack Supportive Latex-Free EVA Foam Soft Non-Slip Surface for General Fitness Pilates Stretching and Meditation","B08S33RDB8","EXERCISE_BLOCK","R_24csoaO569P4Yzz"
"2021-07-25",81.76,1,"IN","LINODI Weight Bench, Adjustable Strength Training Benches for Full Body Workout, Multi-Purpose Foldable Incline Decline Home Gym Bench","B08BJSHWWY","FITNESS_BENCH","R_24csoaO569P4Yzz"
"2019-06-26",6.99,1,"IL","Nylea 3 Pack Resistance Exercise Workout Bands [Free Travel Bag] 12"" Latex - Best for Training, Pilates, kPowerlifting, Stretching, Physical Therapy, Yoga, Rehab and Home Fitness","B07SN5W88X","EXERCISE_BAND","R_24i0mUSZwuZUkFB"
"2020-05-10",189.79,1,"CA","FLYBIRD Weight Bench, Adjustable Strength Training Bench for Full Body Workout with Fast Folding-New Version","B07DNYSJ8W","FITNESS_BENCH","R_24iMFCQKmehwlmL"
"2020-05-27",15.95,1,"CA","The Original Stretch Out Strap with Exercise Book – Made in the USA by OPTP – Top Choice of Physical Therapists & Athletic Trainers","B00065X222","EXERCISE_STRAP","R_24iMFCQKmehwlmL"
"2020-06-14",23.99,1,"CA","DMoose Neck Harness, Increases Neck Core Strength and Supports Injury Recovery - Neck Exerciser with 30"" Heavy Duty Steel Chain, Adjustable Head and Chin Neoprene Strap, Neck Trainer for Home and Gym","B071W5WP2W","WEIGHTLIFTING_BELT","R_24iMFCQKmehwlmL"
"2022-02-01",31.94,1,"CA","Amazon Basics Foam Interlocking Exercise Gym Floor Mat Tiles - 6-Pack, 24 x 24 x .5 Inch Tiles (24 sqft)","B0719B8HQZ","EXERCISE_MAT","R_24iMFCQKmehwlmL"
"2022-02-24",31.94,1,"CA","Amazon Basics Foam Interlocking Exercise Gym Floor Mat Tiles - 6-Pack, 24 x 24 x .5 Inch Tiles (24 sqft)","B0719B8HQZ","EXERCISE_MAT","R_24iMFCQKmehwlmL"
"2022-03-18",23.97,1,"CA","RIMSports Dip Belt For Weight Lifting - Weighted Belt For Pullups- Weighted Belt For Women And Men-Pull Up Weight Belt - Weight Belts - Weight Lifting Belt With Chain - Pull Up Belt For Weights","B071DNXX2Y","WEIGHTLIFTING_BELT","R_24iMFCQKmehwlmL"
"2022-12-20",25.55,1,"CA","WSAKOUE Pull Up Assistance Bands, Resistance Bands Set for Men & Women, Exercise Bands Workout Bands for Working Out, Body Stretching, Powerlifting, Resistance Training","B0827Y67DR","EXERCISE_BAND","R_24iMFCQKmehwlmL"
"2022-12-22",17.99,1,"CA","BalanceFrom  All Purpose 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat and Knee Pad with Carrying Strap and Yoga Blocks","B07SM25CXH","EXERCISE_MAT","R_24iMFCQKmehwlmL"
"2021-04-13",14.86,1,"FL","FitBeast Hand Grip Strengthener Workout Kit (5 Pack) Forearm Grip Adjustable Resistance Hand Gripper, Finger Exerciser, Finger Stretcher, Grip Ring & Stress Relief Grip Ball for Athletes","B07G824Z3V","HAND_STRENGTHENER","R_24nLvo5DCDemQ4Q"
"2022-12-14",249.99,1,"CA","LifePro Hovert 3D Vibration Plate Machine - Dual Motor Oscillation, Lateral + 3D Motion Viberation Platform Machine - Full Whole Body Vibrarating Machine for Home Exercise & Fitness","B07ZN7PLK6","EXERCISE_MACHINE","R_24pEE0Vw9ELB7LN"
"2022-12-29",249.99,1,"CA","LifePro 3D Vibration Plate Exercise Machine - Dual Motor Oscillation, Pulsation 3D Motion Vibration Platform - Full Whole Body Vibration Machine for Home Fitness","B07M62BNQL","EXERCISE_MACHINE","R_24pEE0Vw9ELB7LN"
"2020-11-27",39.98,1,"FL","Hausse Portable Exercise Pedal Bike for Legs and Arms, Upgrade Under Desk Bike Pedal Exerciser, Mini Exercise Peddler with Large LCD Display, White","B08HCT99J5","EXERCISE_MACHINE","R_24q37XKZhX00HgC"
"2021-12-07",49.99,1,"NV","CyclingDeal Bike Bicycle Trainer Floor Mat - Suits Ergo Mag Fluid for Indoor Cycles Stepper Compatible with Indoor Bikes - Floor Thick Mats for Exercise Equipment - Gym Flooring","B07HQV3FF2","EXERCISE_MAT","R_24q37XKZhX00HgC"
"2021-12-15",34.99,1,"MI","CAP Barbell A-Frame Dumbbell Weight Rack, Color Series","B002OOYIOY","WEIGHT_RACK","R_24vf4xIuT0kGsZ3"
"2022-08-10",125.67,1,"TX","Manduka PRO Yoga Mat","B08372TF5J","EXERCISE_MAT","R_25Abb3LR9hZH8jU"
"2018-01-05",11,1,"CA","Manduka Organic Yoga Mat Cleaner – 8 oz Spray to Safely Clean, Restore and Renew Your Mat. No Residue","B003Y9F7NE","EXERCISE_MAT","R_25BcsVAyBEUzgpo"
"2018-06-27",9.98,1,"CA","Forbidden Road Cork Yoga Block 2 Pack Cork Yoga Blocks Cork Yoga Brick Yoga Cork Block Set of 2 Yoga Block Cork Yoga Bricks Cork Stretch Block Stretching Block Yoga Cube Cork Yoga Brick Stretch Blocks","B01NBQJPER","EXERCISE_BLOCK","R_25BcsVAyBEUzgpo"
"2018-06-27",10.99,1,"CA","5BILLION Yoga Stretching Strap Cotton Exercise Band with Multiple Grip Loops for Hot Yoga, Physical Therapy, Greater Flexibility & Fitness Workout, 1.6"" W x 6.7' L…","B01FGZHLF0","EXERCISE_STRAP","R_25BcsVAyBEUzgpo"
"2019-04-15",11.99,2,"CA","THERABAND Hand Exerciser, Stress Ball For Hand, Wrist, Finger, Forearm, Grip Strengthening & Therapy, Squeeze Ball to Increase Hand Flexibility & Relieve Joint Pain, Green, Medium","B01A58F8OY","HAND_STRENGTHENER","R_25BcsVAyBEUzgpo"
"2019-05-01",10.53,1,"CA","THERABAND Hand Exerciser, Stress Ball For Hand, Wrist, Finger, Forearm, Grip Strengthening & Therapy, Squeeze Ball to Increase Hand Flexibility & Relieve Joint Pain, Red, Soft, Beginner","B01A58F8TE","HAND_STRENGTHENER","R_25BcsVAyBEUzgpo"
"2019-06-18",12.84,1,"CA","THERABAND Resistance Bands Set, Professional Non-Latex Elastic Band For Upper & Lower Body Exercise, Strength Training without Weights, Physical Therapy, Pilates, Rehab, Yellow & Red & Green, Beginner","B003YR7G8K","EXERCISE_BAND","R_25BcsVAyBEUzgpo"
"2020-06-16",21.98,1,"CA","Gaiam Print Yoga Mat, Non Slip Exercise & Fitness Mat for All Types of Yoga, Pilates & Floor Exercises","B002XHCLJG","EXERCISE_MAT","R_25BcsVAyBEUzgpo"
"2020-06-27",13.99,1,"CA","REEHUT Yoga Knee Pad （3 Colors）, Elbow Pad Cushion Provides Extra Padding& Support for Knees, Wrists and Elbows, 15mm (5/8) Thick Mini Mat with Carrying Strap, for Yoga, Pilates, Floor Exercises","B06WVHSKNW","EXERCISE_MAT","R_25BcsVAyBEUzgpo"
"2020-06-27",12.99,1,"CA","ASUTRA Organic Yoga Mat Cleaner (Calming Citrus Aroma), 4 fl oz | Safe for All Mats & No Slippery Residue | Cleans, Restores, Refreshes | Comes w/Microfiber Cleaning Towel | Deep-Cleansing Natural Cleaner for Fitness Gear & Gym Equipment","B00XQBHIHS","EXERCISE_MAT","R_25BcsVAyBEUzgpo"
"2021-10-15",14.99,1,"CA","BalanceFrom Fully Adjustable Ankle Wrist Arm Leg Weights","B079S518PW","WEARABLE_WEIGHT","R_25BcsVAyBEUzgpo"
"2022-06-19",10.98,1,"CA","Te-Rich Resistance Bands, Fabric Booty Bands for Women, Cloth Workout Bands Resistance Loop Bands, Non-Slip Thick Squat Bands for Butt, Legs, Thigh, Hip and Glute Exercise","B07XZ2J46D","EXERCISE_BAND","R_25BcsVAyBEUzgpo"
"2022-06-19",29.95,1,"CA","Dux Ridge Pilates Ring 12"" Magic Circle, 9"" Pilates Mini Ball, Set of 4 Resistance Bands. Total Body Workout in one Box! Pilates Yoga Barre Physical Therapy. Strength Training Without Weights.","B07SLZDV2M","EXERCISE_BAND","R_25BcsVAyBEUzgpo"
"2022-11-26",12.99,1,"CA","Tifereth Pull-Up Bands Resistance-Bands Exercise-Bands - Pull up Assistance Bands Workout Bands Resistance for Women Long Resistance Bands Resistance Loop Bands Perfect for Gym Home","B08BXXWCTT","EXERCISE_BAND","R_25BcsVAyBEUzgpo"
"2022-11-26",10.99,1,"CA","Tifereth Pull-Up Bands Resistance-Bands Exercise-Bands - Pull up Assistance Bands Workout Bands Resistance for Women Long Resistance Bands Resistance Loop Bands Perfect for Gym Home","B08887SLXW","EXERCISE_BAND","R_25BcsVAyBEUzgpo"
"2022-12-07",35.99,1,"CA","Chirp Wheel Foam Roller - Targeted Muscle Roller for Deep Tissue Massage, Back Stretcher with Foam Padding","B07TLP86CW","MUSCLE_ROLLER","R_25BcsVAyBEUzgpo"
"2020-12-18",28.99,1,"AR","Gymb Premium Resistance Bands for Working Out - Exercise Bands to Workout Glutes, Thighs & Legs - Non Slip Cloth Booty Bands for Gym & Home Fitness, Yoga, Strength & Pilates for Men/Women - 3 Levels","B07TZPVXMH","EXERCISE_BAND","R_25EHRGMe6DLAUM9"
"2020-12-18",14.64,1,"AR","BalanceFrom Fully Adjustable Ankle Wrist Arm Leg Weights","B079RZBHSR","WEARABLE_WEIGHT","R_25EHRGMe6DLAUM9"
"2021-02-22",37.96,1,"AR","ProsourceFit Tri-Fold Folding Thick Exercise Mat 6’x2’ with Carrying Handles for Tumbling, MMA, Martial Arts, Gymnastics, Stretching, Core Workouts","B07M6GFNHC","EXERCISE_MAT","R_25EHRGMe6DLAUM9"
"2023-01-07",19.99,1,"AR","Smart Hula Fit Hoop for Adult Weight Loss - Infinity Exercise Hoola Hoop - Weighted Hoolahoop for Women - Abs Workout Hoopfit with Cooling Towel","B099WKW3TY","FITNESS_HOOP","R_25EHRGMe6DLAUM9"
"2021-09-08",29.29,1,"NM","Yoga Mat Non Slip, Pilates Fitness Mats with Alignment Marks, Eco Friendly, Anti-Tear 1/4"" Thick Yoga Mats for Women, Exercise Mats for Home Workout with Carrying Sling and Storage Bag","B08GXDHZ8Y","EXERCISE_MAT","R_25HMSJi9OsBKgjX"
